label,Hemisphere,Region,PGS,Estimate_Score,Std_Error_Score,t_value_Score,p_value_Score,Significant_p_value_Score,Estimate_Interaction,Std_Error_Interaction,t_value_Interaction,p_value_Interaction,Significant_p_value_Interaction,Phenotype,Significant,Estimate_LMER,Sig_LMER
rh_parstriangularis,right,pars triangularis,ADHD,-0.094230411,0.03553623,-2.651671616,0.00800944,sig,0.001820906,0.000641032,2.840585642,0.004503078,sig,CT,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,ASD,-0.0366185,0.035270576,-1.038216675,0.299169191,not sig,0.000829322,0.000637315,1.301273752,0.193164768,not sig,CT,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,BIP,-0.055633848,0.035282147,-1.576827155,0.114835301,not sig,0.000822606,0.000637022,1.291332272,0.196588485,not sig,CT,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,MDD,-0.045239311,0.035332112,-1.280402112,0.200403752,not sig,0.000761404,0.000638441,1.192598924,0.233026487,not sig,CT,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,SCZ,-0.041938169,0.035424341,-1.183879986,0.236460574,not sig,0.000704942,0.000638595,1.103894617,0.269638854,not sig,CT,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,SUD,-0.081938514,0.035372948,-2.316417405,0.020535489,sig,0.001226676,0.000641217,1.913042526,0.055742608,not sig,CT,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,ADHD,0.01484098,0.038891698,0.381597637,0.702759837,not sig,-0.000189556,0.000701539,-0.270200362,0.787006114,not sig,CT,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,ASD,0.066570813,0.03859212,1.724984633,0.084530242,not sig,-0.001171088,0.00069733,-1.679388871,0.093076281,not sig,CT,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,BIP,0.021046176,0.038609822,0.545099022,0.585685416,not sig,-0.000313792,0.000697083,-0.450149757,0.652602462,not sig,CT,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,MDD,0.001024153,0.038664442,0.026488252,0.978867904,not sig,-8.65E-05,0.000698638,-0.123745687,0.901516636,not sig,CT,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,SCZ,-0.006183545,0.038761393,-0.159528441,0.873252553,not sig,0.000155299,0.000698736,0.222257356,0.824113547,not sig,CT,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,SUD,-0.075187353,0.038709972,-1.942325135,0.052097752,not sig,0.001423179,0.000701685,2.028230795,0.042536698,sig,CT,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,ADHD,-0.031807905,0.035481017,-0.896476696,0.369998221,not sig,0.000631242,0.000640035,0.986261621,0.324004748,not sig,CT,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,ASD,0.019530966,0.035212404,0.554661538,0.579126189,not sig,-0.000227678,0.000636264,-0.357835466,0.720466448,not sig,CT,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,BIP,-0.048014043,0.035224691,-1.363079193,0.172857554,not sig,0.00078289,0.000635983,1.230991661,0.218325983,not sig,CT,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,MDD,0.009445134,0.035273734,0.267766782,0.788878841,not sig,-0.000144573,0.000637385,-0.22682183,0.820562288,not sig,CT,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,SCZ,-0.01538223,0.035364681,-0.43496025,0.66359128,not sig,0.000186347,0.000637519,0.292300024,0.77005724,not sig,CT,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,SUD,0.003760321,0.035312332,0.106487461,0.915195604,not sig,-0.000394857,0.000640117,-0.616851172,0.537332896,not sig,CT,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,ADHD,-0.065351577,0.04063564,-1.608232994,0.10778416,not sig,0.001169607,0.000733001,1.595640562,0.110569066,not sig,CT,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,ASD,0.014293201,0.040325642,0.354444476,0.723005808,not sig,-0.00014457,0.000728654,-0.198406861,0.842726749,not sig,CT,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,BIP,-0.036500082,0.040342055,-0.904765082,0.365589854,not sig,0.000585769,0.000728362,0.804228137,0.421265232,not sig,CT,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,MDD,-0.043421294,0.040394967,-1.074918406,0.28241126,not sig,0.000533609,0.000729911,0.731059899,0.464742567,not sig,CT,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,SCZ,-0.008744751,0.040500779,-0.215915617,0.829053524,not sig,5.31E-05,0.000730095,0.072730799,0.94202034,not sig,CT,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,SUD,-0.080461222,0.040442545,-1.989519253,0.046643919,sig,0.001160535,0.000733095,1.583061439,0.113407462,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,ADHD,-0.009016477,0.035771674,-0.252056346,0.800997512,not sig,0.000215838,0.000645278,0.334488969,0.738010614,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,ASD,0.027909479,0.035500503,0.786171363,0.431767101,not sig,-0.000390779,0.00064147,-0.609192386,0.542396927,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,BIP,0.012902246,0.035512486,0.363315756,0.716369024,not sig,-0.000385439,0.000641179,-0.601140163,0.547746635,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,MDD,-0.004549375,0.035562138,-0.127927489,0.898206357,not sig,2.37E-05,0.000642597,0.036932379,0.970538923,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,SCZ,-0.018860807,0.035654558,-0.528987279,0.596814275,not sig,0.00031053,0.000642745,0.483130935,0.62900277,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,SUD,-0.021777875,0.035596964,-0.611790215,0.540676564,not sig,-2.14E-05,0.000645277,-0.033201929,0.97351356,not sig,CT,LMM_SIG,-2.14E-05,not sig
rh_precuneus,right,precuneus,ADHD,-0.029449354,0.035442119,-0.830914023,0.406022201,not sig,0.000755648,0.000639317,1.181961622,0.237220929,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,ASD,-0.032448115,0.035172331,-0.922546621,0.356243524,not sig,0.000764058,0.000635537,1.202223355,0.229277003,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,BIP,-0.010866582,0.035188481,-0.308810754,0.757465488,not sig,6.14E-05,0.000635314,0.096689043,0.922973341,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,MDD,0.014549795,0.035239147,0.412887278,0.679689202,not sig,-0.000264204,0.000636747,-0.414927367,0.678195075,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,SCZ,0.009451959,0.035327656,0.267551271,0.789044744,not sig,-0.00012612,0.000636839,-0.198040876,0.843013083,not sig,CT,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,SUD,-0.036895975,0.035277669,-1.045873385,0.295619494,not sig,0.000398824,0.000639471,0.623678906,0.532838479,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,ADHD,0.007863838,0.040571101,0.193828556,0.846310127,not sig,4.50E-05,0.00073184,0.061537857,0.950930866,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,ASD,0.00307122,0.040259165,0.076286221,0.939191388,not sig,0.000209772,0.000727453,0.288364254,0.773067927,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,BIP,-0.019792606,0.040278845,-0.491389617,0.623150906,not sig,0.000234189,0.000727223,0.322032468,0.747428097,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,MDD,0.01864652,0.040335912,0.462280852,0.643879929,not sig,-0.000340581,0.000728846,-0.467288478,0.640293499,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,SCZ,0.049338892,0.040436785,1.220148748,0.222408492,not sig,-0.000967682,0.000728943,-1.327514041,0.184338698,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,SUD,-0.019240524,0.040384925,-0.476428374,0.633769224,not sig,0.00052346,0.000732054,0.71505751,0.474573507,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,ADHD,-0.100255113,0.034371003,-2.916851544,0.00353584,sig,0.002066681,0.00062003,3.333194111,0.00085855,sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,ASD,-0.04854792,0.034120393,-1.422841783,0.154782026,not sig,0.001104924,0.000616535,1.792151773,0.073108657,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,BIP,-0.037597011,0.034133874,-1.101457485,0.270697598,not sig,0.000557426,0.000616306,0.904463724,0.365749562,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,MDD,-0.02007226,0.034179098,-0.587267122,0.557024318,not sig,0.000430086,0.00061762,0.696360095,0.486203347,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,SCZ,-0.010215755,0.034271688,-0.298081479,0.765640977,not sig,0.000216605,0.00061783,0.350589841,0.725896079,not sig,CT,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,SUD,-0.055172148,0.034225793,-1.612004944,0.106960864,not sig,0.000895521,0.000620442,1.443360847,0.148918847,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorfrontal,right,superior frontal,ADHD,-0.039393515,0.033906391,-1.16183157,0.245303888,not sig,0.000946466,0.000611639,1.547426235,0.121760499,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorfrontal,right,superior frontal,ASD,-0.015152743,0.033651288,-0.450287147,0.652503405,not sig,0.000549454,0.000608057,0.903622745,0.366195476,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorfrontal,right,superior frontal,BIP,-0.019139691,0.033666274,-0.568512303,0.569687154,not sig,0.000190297,0.000607854,0.313064448,0.754231699,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorfrontal,right,superior frontal,MDD,0.002777907,0.033711056,0.082403435,0.934325905,not sig,0.000101233,0.000609155,0.166185922,0.868010638,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorfrontal,right,superior frontal,SCZ,-0.017302004,0.033800708,-0.511882893,0.608732972,not sig,0.000433783,0.000609332,0.711899317,0.476527125,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorfrontal,right,superior frontal,SUD,-0.065200085,0.033745846,-1.932092211,0.053348125,not sig,0.000790396,0.000611731,1.292065054,0.196334617,not sig,CT,LMM_SIG,0.000790396,not sig
rh_superiorparietal,right,superior parietal,ADHD,-0.003985768,0.034646294,-0.115041673,0.908412091,not sig,0.000247788,0.000624979,0.396473396,0.69175583,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorparietal,right,superior parietal,ASD,-0.007273413,0.034381128,-0.211552495,0.832456174,not sig,0.000409179,0.000621244,0.658644389,0.510124152,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorparietal,right,superior parietal,BIP,0.020210031,0.034398427,0.587527774,0.556849303,not sig,-0.000450647,0.000621067,-0.725601751,0.468082947,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorparietal,right,superior parietal,MDD,0.02148404,0.034444771,0.623724271,0.532808681,not sig,-0.000297517,0.000622408,-0.478009672,0.632643321,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorparietal,right,superior parietal,SCZ,-0.005211396,0.03453349,-0.150908464,0.880047924,not sig,0.000251722,0.000622537,0.404348767,0.685956269,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiorparietal,right,superior parietal,SUD,-0.023165509,0.034487207,-0.67171312,0.501766348,not sig,0.00018353,0.000625162,0.293572292,0.769084751,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiortemporal,right,superior temporal,ADHD,-0.049025406,0.037405396,-1.310650648,0.189975819,not sig,0.00076126,0.000674746,1.128217786,0.259227954,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiortemporal,right,superior temporal,ASD,-0.02852343,0.037120299,-0.768405189,0.442246499,not sig,0.000737405,0.000670738,1.099392953,0.271596703,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiortemporal,right,superior temporal,BIP,-0.01321772,0.0371372,-0.355915903,0.721903545,not sig,0.000308638,0.000670511,0.460302623,0.645299019,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiortemporal,right,superior temporal,MDD,-0.002403352,0.037182192,-0.064637188,0.948462875,not sig,-0.000244551,0.000671869,-0.363986034,0.715868439,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiortemporal,right,superior temporal,SCZ,0.013689847,0.037284162,0.367175927,0.713487795,not sig,-0.000282782,0.00067212,-0.420731094,0.673951453,not sig,CT,LMM_NOT_SIG,NA,NA
rh_superiortemporal,right,superior temporal,SUD,-0.059917182,0.037228447,-1.60944617,0.107518817,not sig,0.000763242,0.000674848,1.13098355,0.258062015,not sig,CT,LMM_NOT_SIG,NA,NA
rh_supramarginal,right,supramarginal,ADHD,-0.045133586,0.035405666,-1.274756032,0.202395608,not sig,0.000926669,0.000638668,1.450939772,0.146796632,not sig,CT,LMM_NOT_SIG,NA,NA
rh_supramarginal,right,supramarginal,ASD,-0.004495199,0.035136419,-0.127935592,0.898199944,not sig,0.000249908,0.00063489,0.393624584,0.693858228,not sig,CT,LMM_NOT_SIG,NA,NA
rh_supramarginal,right,supramarginal,BIP,0.001421509,0.035149894,0.040441335,0.967741277,not sig,-0.000191876,0.000634626,-0.30234485,0.762389192,not sig,CT,LMM_NOT_SIG,NA,NA
rh_supramarginal,right,supramarginal,MDD,-0.005107402,0.035200062,-0.14509639,0.884634769,not sig,0.000146034,0.000636048,0.229596316,0.81840547,not sig,CT,LMM_NOT_SIG,NA,NA
rh_supramarginal,right,supramarginal,SCZ,0.015787102,0.035290262,0.447350095,0.654622303,not sig,-0.000263734,0.000636172,-0.414563673,0.678461346,not sig,CT,LMM_NOT_SIG,NA,NA
rh_supramarginal,right,supramarginal,SUD,-0.036636534,0.035237535,-1.039701977,0.298478382,not sig,0.000336923,0.000638753,0.527470408,0.597866961,not sig,CT,LMM_NOT_SIG,NA,NA
rh_frontalpole,right,frontal pole,ADHD,0.017145789,0.039833139,0.430440315,0.666875375,not sig,-0.000104928,0.000718531,-0.14603095,0.883896956,not sig,CT,LMM_NOT_SIG,NA,NA
rh_frontalpole,right,frontal pole,ASD,0.037613154,0.039531804,0.951465659,0.341368043,not sig,-0.000601543,0.000714311,-0.842130871,0.399714703,not sig,CT,LMM_NOT_SIG,NA,NA
rh_frontalpole,right,frontal pole,BIP,-0.034287699,0.03954708,-0.867009617,0.38593674,not sig,0.0005254,0.000714014,0.735839698,0.461828259,not sig,CT,LMM_NOT_SIG,NA,NA
rh_frontalpole,right,frontal pole,MDD,0.068888183,0.039598236,1.739678106,0.081915556,not sig,-0.001035715,0.000715519,-1.44750113,0.14775662,not sig,CT,LMM_NOT_SIG,NA,NA
rh_frontalpole,right,frontal pole,SCZ,0.060846225,0.039700158,1.532644382,0.1253635,not sig,-0.000909865,0.000715666,-1.271354431,0.203602586,not sig,CT,LMM_NOT_SIG,NA,NA
rh_frontalpole,right,frontal pole,SUD,-0.026928277,0.039653032,-0.679097548,0.497076056,not sig,0.000528256,0.00071879,0.73492351,0.462386079,not sig,CT,LMM_NOT_SIG,NA,NA
rh_temporalpole,right,temporal pole,ADHD,-0.079944525,0.039537797,-2.021977214,0.043178706,sig,0.001579996,0.000713259,2.215179015,0.02674778,sig,CT,LMM_NOT_SIG,NA,NA
rh_temporalpole,right,temporal pole,ASD,-0.10163645,0.039242066,-2.589987258,0.009597948,sig,0.002120109,0.000709084,2.989924369,0.002790465,sig,CT,LMM_NOT_SIG,NA,NA
rh_temporalpole,right,temporal pole,BIP,0.050124524,0.039259856,1.276737337,0.201694995,not sig,-0.000911044,0.00070888,-1.285188246,0.19872651,not sig,CT,LMM_NOT_SIG,NA,NA
rh_temporalpole,right,temporal pole,MDD,0.009099441,0.039308711,0.231486623,0.816936776,not sig,-0.000119269,0.000710331,-0.167905453,0.86665766,not sig,CT,LMM_NOT_SIG,NA,NA
rh_temporalpole,right,temporal pole,SCZ,-0.018040785,0.039418947,-0.457667851,0.647191088,not sig,0.000302082,0.00071064,0.425084951,0.670774748,not sig,CT,LMM_NOT_SIG,NA,NA
rh_temporalpole,right,temporal pole,SUD,0.031840101,0.039367655,0.808788349,0.418636899,not sig,-0.00052244,0.000713679,-0.732038241,0.464145227,not sig,CT,LMM_NOT_SIG,NA,NA
rh_transversetemporal,right,transverse temporal,ADHD,0.001311436,0.039579892,0.033133889,0.973567818,not sig,0.00010604,0.000713933,0.148530029,0.881924489,not sig,CT,LMM_NOT_SIG,NA,NA
rh_transversetemporal,right,transverse temporal,ASD,0.015722061,0.039268138,0.400377035,0.688878836,not sig,-1.25E-05,0.000709542,-0.017659871,0.985910194,not sig,CT,LMM_NOT_SIG,NA,NA
rh_transversetemporal,right,transverse temporal,BIP,0.022419347,0.039291948,0.570583747,0.568281839,not sig,-0.000448065,0.00070938,-0.631628816,0.527629452,not sig,CT,LMM_NOT_SIG,NA,NA
rh_transversetemporal,right,transverse temporal,MDD,0.006136851,0.039349972,0.155955675,0.87606796,not sig,-7.94E-05,0.000711009,-0.111664669,0.911089294,not sig,CT,LMM_NOT_SIG,NA,NA
rh_transversetemporal,right,transverse temporal,SCZ,0.029020142,0.03944449,0.735721056,0.461900473,not sig,-0.000508944,0.000711034,-0.715779105,0.474127756,not sig,CT,LMM_NOT_SIG,NA,NA
rh_transversetemporal,right,transverse temporal,SUD,-0.011908738,0.039395311,-0.30228821,0.762432365,not sig,0.000183444,0.000714085,0.256894268,0.797260396,not sig,CT,LMM_NOT_SIG,NA,NA
rh_insula,right,insula,ADHD,-0.05775866,0.038584821,-1.49692698,0.134412259,not sig,0.000991729,0.000696049,1.424797818,0.154215653,not sig,CT,LMM_NOT_SIG,NA,NA
rh_insula,right,insula,ASD,0.009217521,0.038298532,0.240675566,0.809806578,not sig,-7.95E-06,0.000692032,-0.011485407,0.990836173,not sig,CT,LMM_NOT_SIG,NA,NA
rh_insula,right,insula,BIP,0.0233163,0.038310093,0.608620278,0.54277616,not sig,-0.00036506,0.000691714,-0.527761742,0.597664714,not sig,CT,LMM_NOT_SIG,NA,NA
rh_insula,right,insula,MDD,0.00156872,0.03835953,0.040895188,0.967379453,not sig,-1.43E-05,0.000693165,-0.020658242,0.98351828,not sig,CT,LMM_NOT_SIG,NA,NA
rh_insula,right,insula,SCZ,-0.013247045,0.038463044,-0.344409683,0.730538208,not sig,0.000135857,0.000693393,0.195930395,0.844664647,not sig,CT,LMM_NOT_SIG,NA,NA
rh_insula,right,insula,SUD,-0.024279362,0.038413354,-0.632055239,0.527350783,not sig,0.000323898,0.000696358,0.465130494,0.64183801,not sig,CT,LMM_NOT_SIG,NA,NA
lh_bankssts,left,bankssts,ADHD,-0.013705163,0.040328722,-0.339836275,0.733979829,not sig,-0.000282789,0.000727402,-0.38876561,0.697449543,not sig,SA,LMM_SIG,-0.000282789,not sig
lh_bankssts,left,bankssts,ASD,-0.042508108,0.040023631,-1.062075245,0.288201527,not sig,0.000656328,0.000723188,0.907549313,0.364116385,not sig,SA,LMM_NOT_SIG,NA,NA
lh_bankssts,left,bankssts,BIP,0.022630305,0.040047027,0.565093266,0.572010329,not sig,-0.000190318,0.000722978,-0.263242495,0.792363679,not sig,SA,LMM_NOT_SIG,NA,NA
lh_bankssts,left,bankssts,MDD,-0.035937313,0.040106243,-0.896052842,0.370224542,not sig,0.000339997,0.000724644,0.469191435,0.638932807,not sig,SA,LMM_NOT_SIG,NA,NA
lh_bankssts,left,bankssts,SCZ,-0.021935588,0.040201857,-0.545636184,0.585316047,not sig,0.000291748,0.000724657,0.402601858,0.687241143,not sig,SA,LMM_NOT_SIG,NA,NA
lh_bankssts,left,bankssts,SUD,0.014043854,0.040151946,0.349767696,0.726513045,not sig,-0.000365513,0.000727757,-0.502245853,0.615494592,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalanteriorcingulate,left,caudal anterior cingulate,ADHD,-0.071445151,0.040830253,-1.74980915,0.080151251,not sig,0.00100697,0.000736448,1.367334022,0.171520632,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalanteriorcingulate,left,caudal anterior cingulate,ASD,-0.014720433,0.040510556,-0.363372773,0.716326437,not sig,0.000283053,0.000731986,0.386691324,0.69898474,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalanteriorcingulate,left,caudal anterior cingulate,BIP,0.010799471,0.04053277,0.266438034,0.789901877,not sig,1.37E-05,0.000731747,0.018684172,0.985093055,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalanteriorcingulate,left,caudal anterior cingulate,MDD,-0.086177943,0.04059588,-2.122824869,0.03376853,sig,0.001441062,0.000733491,1.964661306,0.049453451,sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalanteriorcingulate,left,caudal anterior cingulate,SCZ,-0.06561802,0.040688022,-1.612710964,0.106807317,not sig,0.001084694,0.000733421,1.478951465,0.139153287,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalanteriorcingulate,left,caudal anterior cingulate,SUD,-0.025367881,0.040638435,-0.624233727,0.5324741,not sig,0.000594614,0.000736575,0.807269637,0.419511153,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalmiddlefrontal,left,caudal middle frontal,ADHD,-0.052720863,0.039175554,-1.345759208,0.178380185,not sig,0.000449626,0.0007066,0.636323988,0.524565273,not sig,SA,LMM_SIG,0.000449626,not sig
lh_caudalmiddlefrontal,left,caudal middle frontal,ASD,0.013635347,0.038873324,0.350763604,0.725765704,not sig,-0.000542702,0.000702403,-0.772636998,0.439737242,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalmiddlefrontal,left,caudal middle frontal,BIP,-0.015560453,0.038898341,-0.400028698,0.68913538,not sig,0.000575228,0.000702239,0.819134821,0.412709497,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalmiddlefrontal,left,caudal middle frontal,MDD,-0.044471512,0.038954419,-1.141629445,0.253608079,not sig,0.000408689,0.000703831,0.580662603,0.561467871,not sig,SA,LMM_SIG,0.000408689,not sig
lh_caudalmiddlefrontal,left,caudal middle frontal,SCZ,-0.035599851,0.039050775,-0.911629839,0.361963609,not sig,0.000740138,0.000703907,1.051471223,0.293042219,not sig,SA,LMM_NOT_SIG,NA,NA
lh_caudalmiddlefrontal,left,caudal middle frontal,SUD,0.059584425,0.039002052,1.527725389,0.126580734,not sig,-0.001144411,0.000706912,-1.618886836,0.105471614,not sig,SA,LMM_NOT_SIG,NA,NA
lh_cuneus,left,cuneus,ADHD,-0.085066474,0.039353625,-2.161591794,0.030649655,sig,0.001187128,0.000709812,1.672452344,0.094435158,not sig,SA,LMM_NOT_SIG,NA,NA
lh_cuneus,left,cuneus,ASD,-0.013821551,0.039048258,-0.353960765,0.723368287,not sig,0.000370441,0.000705564,0.525028406,0.599563444,not sig,SA,LMM_NOT_SIG,NA,NA
lh_cuneus,left,cuneus,BIP,-0.01179874,0.039070931,-0.301982563,0.762665356,not sig,0.000417732,0.000705355,0.592228733,0.553697432,not sig,SA,LMM_NOT_SIG,NA,NA
lh_cuneus,left,cuneus,MDD,-0.010142759,0.03913499,-0.259173683,0.795501235,not sig,0.000119949,0.000707095,0.169635961,0.86529644,not sig,SA,LMM_NOT_SIG,NA,NA
lh_cuneus,left,cuneus,SCZ,-0.031950354,0.03922204,-0.814602052,0.415300136,not sig,0.000560957,0.000706995,0.793438282,0.427522514,not sig,SA,LMM_NOT_SIG,NA,NA
lh_cuneus,left,cuneus,SUD,-0.044719559,0.039171802,-1.141626278,0.253609396,not sig,0.000654397,0.00070999,0.92169844,0.356685894,not sig,SA,LMM_NOT_SIG,NA,NA
lh_entorhinal,left,entorhinal,ADHD,-0.028086674,0.040683378,-0.690372216,0.489960144,not sig,8.16E-05,0.000733822,0.111167774,0.911483306,not sig,SA,LMM_SIG,8.16E-05,not sig
lh_entorhinal,left,entorhinal,ASD,-0.01116003,0.040374462,-0.276413103,0.782230794,not sig,8.21E-05,0.00072953,0.112502609,0.910424901,not sig,SA,LMM_NOT_SIG,NA,NA
lh_entorhinal,left,entorhinal,BIP,-0.007669363,0.040395862,-0.189855169,0.849422623,not sig,0.000280359,0.000729295,0.384424621,0.700663755,not sig,SA,LMM_NOT_SIG,NA,NA
lh_entorhinal,left,entorhinal,MDD,-0.02789341,0.040452369,-0.68953713,0.490485316,not sig,0.000204293,0.000730916,0.27950306,0.77985879,not sig,SA,LMM_NOT_SIG,NA,NA
lh_entorhinal,left,entorhinal,SCZ,-0.013203488,0.040551788,-0.32559572,0.744730251,not sig,0.000107188,0.000730982,0.146635904,0.883419413,not sig,SA,LMM_NOT_SIG,NA,NA
lh_entorhinal,left,entorhinal,SUD,0.050975313,0.04050087,1.258622673,0.208166654,not sig,-0.001002162,0.000734107,-1.365144093,0.172207766,not sig,SA,LMM_NOT_SIG,NA,NA
lh_fusiform,left,fusiform,ADHD,-0.031661135,0.03696778,-0.856452169,0.391747719,not sig,4.44E-05,0.000666782,0.066520594,0.946963362,not sig,SA,LMM_SIG,4.44E-05,not sig
lh_fusiform,left,fusiform,ASD,0.006596936,0.03669079,0.179798145,0.85731104,not sig,-0.00028593,0.000662967,-0.43128807,0.666258924,not sig,SA,LMM_NOT_SIG,NA,NA
lh_fusiform,left,fusiform,BIP,-0.03028123,0.036712643,-0.824817473,0.409475225,not sig,0.000728099,0.000662782,1.098548638,0.271964991,not sig,SA,LMM_NOT_SIG,NA,NA
lh_fusiform,left,fusiform,MDD,-0.044524778,0.036763862,-1.21110176,0.225856407,not sig,0.000459184,0.000664255,0.6912771,0.48939142,not sig,SA,LMM_NOT_SIG,NA,NA
lh_fusiform,left,fusiform,SCZ,0.03039139,0.03685487,0.824623445,0.409585406,not sig,-0.000590834,0.000664327,-0.889371572,0.373803418,not sig,SA,LMM_NOT_SIG,NA,NA
lh_fusiform,left,fusiform,SUD,0.002603807,0.03680946,0.070737434,0.943606728,not sig,-0.000125857,0.000667176,-0.188640879,0.850374291,not sig,SA,LMM_NOT_SIG,NA,NA
lh_inferiorparietal,left,inferior parietal,ADHD,-0.09268083,0.039408077,-2.351823223,0.018681651,sig,0.001139057,0.000710793,1.602516199,0.109041508,not sig,SA,LMM_SIG,0.001139057,not sig
lh_inferiorparietal,left,inferior parietal,ASD,-0.005854199,0.039114136,-0.149669654,0.881025251,not sig,0.000112403,0.000706754,0.159040807,0.873636724,not sig,SA,LMM_NOT_SIG,NA,NA
lh_inferiorparietal,left,inferior parietal,BIP,-0.007993602,0.039135841,-0.204252731,0.838156006,not sig,0.000368808,0.000706526,0.522001511,0.601669278,not sig,SA,LMM_NOT_SIG,NA,NA
